,Text,Class
4709,whatsapp forward claim prime minister narendra modi called hour long janta curfew lifespan coronavirus place hour follow janta curfew religiously chain broken,fake
1107,exclusive anguished nurse pennsylvania hospital risked infecting cancer patient baby staff covid,true
2618,centre notification exempts contractor penalty fail meet obligation covid silent whether applies private business deal well india today digital magazine promo indiatodaymagazine twitter fipe,true
302,longer criminal trial england wale delayed covid,true
1075,become world first country registered covid death single coronavirus,true
6499,government warned brasilian government mortal danger chinese test,fake
6439,omani princess sayyida mona bint fahd said tweet india,fake
4531,coronavirus biological weapon,fake
3158,oxford biomedica signed manufacturing agreement group backed government help scale production astrazeneca potential covid vaccine,true
5737,obama administration left president donald trump stockpile cupboard bare,fake
362,exercise power vested government epidemic disease covid regulation order issued health secretary nitesh said said coronavirusoutbreak,true
6577,japanese nobel laureate tasuku honjo declared coronavirus made created china,fake
1565,coronavirusoutbreak delhi government constitutes committee look covid death covid related death reported panel death number given committee approves,true
4556,wash throat salted water apple vinegar cure covid,fake
5962,travel permit muslim people ramadan state alarm spain,fake
4513,madrid enables request prescription drug,fake
3929,president trump claim virus control testing available,fake
3589,sanofi approval covid vaccine first half twitter jgzgbbnel,true
733,supremecourt asked police authority treat migrant worker journeying home fear covid humane manner,true
953,estate walmart worker died covid wrongful death twitter ooalwhf,true
481,coronavirus happens people lung covid,true
7520,state coronavirus spread asymptomatic carrier,fake
2474,sylvia goldsholl lived spanish last month year contracted coronavirus lived becoming oldest covid survivor world,true
272,virus spread case coordinated synchronized global fiscal stimulus becoming stronger hour managing director kristalina georgieva said covid covid coronavirusoutbreak,true
6703,covid dangerous seasonal france term number death,fake
7472,kumar aiims delhi gave interview regarding immunity boosting,fake
3512,care home forced close unless council release covid cash,true
2881,fightingcovid long vaccine really take difficult covid vaccine could potential complexity expert watch newstrack live rahulkanwal twitter vbigmhc,true
3577,coronaviruscrisis total cure covid still pipe dream away hemant thacker physician watch newstoday sardesairajdeep twitter gzjrj,true
4030,vice president penny urged people coronavirus police,fake
586,number confirmed covid case death united state according recent data twitter onrfq,true
7529,graphic news channel claim home ministry india hinted complete lockdown country june railway airway come halt,fake
6845,novel coronavirus attach disposable glove,fake
709,tablighi jamaat covid need know indiatodaymagazine indiatodayinsight,true
6404,vaccine coronavirus developed ukraine,fake
5700,image indian police officer beating street child abiding lockdown,fake
3972,starting march travel outside united state allowed back country high risk coronavirus,fake
5806,american citizen placed nude statue president donald trump york city failed handle coronavirus situation,fake
2849,brazil shadow laid back uruguay curb covid twitter,true
4824,celebrity spreading misinformation coronavirus janata curfew india,fake
3853,video show police killing covid affected people china,fake
2861,margaret locklear lerner role model lumbee indian community died contracting covid,true
130,coronavirus outbreak china give contain covid wuhan slowly emerges lockdown indepth live twitter pawe,true
5535,video claiming catch coronavirus,fake
5721,image shared whatsapp state according istat data national institute statistic people died first trimester compared first trimester,fake
2950,kept quarantine centre kohima released covid test report arrived next nagaland coronavirus,true
6069,package china infected,fake
5993,photo muslim offering prayer rooftop india,fake
6462,japan nobel prize winning professor medicine professor tasuku honjo claimed coronavirus natural china manufactured,fake
1365,singapore cramped migrant worker dorm hide covid surge risk,true
490,died ailment like renal failure recovered covid health minister rajesh tope coronavirus covid,true
5179,image migrant labourer beaten police highway current national lockdown,fake
89,prevention action covid include routinely clean disinfect frequently touched surface object wash hand often soap water least second covid prevention,true
